"Protein Group","Top","Accession","-10LgP","Coverage(%)","Coverage(%) Sample 2","#Peptides","Area Sample 2","#Unique","#Spec Sample 2","PTM","Average Mass","Description"
240,false,"U6JRM9|U6JRM9_TITSE",196.10239,11.54,11.54,3,604795.3,3,7.0,"Carbamidomethylation",37179.527,"Cathepsin D-like aspartic peptidase 1 protein OS=Tityus serrulatus OX=6887 GN=ctsd PE=2 SV=1"
225,true,"F1CIX4|F1CIX4_HOTJU",211.10701,33.33,33.33,4,1.69676128E8,1,8.0,"Carbamidomethylation; Deamidation (NQ)",8734.345,"U1-buthitoxin-Hj1a OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
353,true,"A0A1W7RAV6|A0A1W7RAV6_9SCOR",21.300217,10.74,10.74,1,71409.15,1,1.0,"",16810.557,"Calglandulin OS=Hadrurus spadix OX=141984 PE=4 SV=1"
282,true,"A0A146CIT8|A0A146CIT8_MESEU",166.14874,17.05,17.05,3,1.5282823E7,3,3.0,"Carbamidomethylation",9676.217,"Sodium channel toxin meuNa12 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
373,true,"F6K5S7|F6K5S7_MESMA",23.973837,8.97,8.97,1,863924.56,1,1.0,"",9545.283,"Antimicrobial peptide marcin-18-1 OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
160,false,"A0A146CJ26|A0A146CJ26_MESEU",238.22044,40.00,40.00,7,3730397.5,7,8.0,"",8014.5312,"Venom peptide meuVAP-6 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
253,true,"A0A2I9LNZ4|A0A2I9LNZ4_9SCOR",183.3085,33.59,33.59,4,2168458.5,4,4.0,"Carbamidomethylation; Deamidation (NQ)",14778.049,"Fatty acid binding protein OS=Centruroides hentzi OX=88313 PE=3 SV=1"
320,true,"A0A0U4GZ20|A0A0U4GZ20_ODODO",154.27322,19.44,19.44,2,243269.34,2,3.0,"Carbamidomethylation",8404.706,"Cell protein CPr7 OS=Odontobuthus doriae OX=342590 GN=CPr7 PE=2 SV=1"
362,true,"Q6V4Y2|Q6V4Y2_CENNO",82.68158,9.38,9.38,1,322199.44,1,1.0,"Carbamidomethylation",7040.06,"Beta-toxin (Fragment) OS=Centruroides noxius OX=6878 PE=4 SV=1"
321,true,"C0HM60|KAX_BUTOC",104.412315,25.64,25.64,1,1.0216521E7,1,2.0,"Oxidation (M); Carbamidomethylation",4155.7495,"Toxin Bot33 OS=Buthus occitanus tunetanus OX=6871 PE=1 SV=1"
266,true,"A0AA49QDN0|A0AA49QDN0_9SCOR",183.21945,29.33,29.33,3,,1,4.0,"Carbamidomethylation; Deamidation (NQ)",8376.745,"KTx OS=Tityus melici OX=3026321 PE=2 SV=1"
371,true,"A0A2I9LPJ0|A0A2I9LPJ0_9SCOR",29.807,8.15,8.15,1,56508.75,1,2.0,"",20765.84,"small monomeric GTPase OS=Centruroides hentzi OX=88313 PE=4 SV=1"
385,true,"A0A0K0LC33|A0A0K0LC33_9SCOR",109.368546,7.63,7.63,1,452697.03,1,1.0,"",13244.327,"Orphan peptide AbOp-16 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
386,true,"A0A803MEW0|A0A803MEW0_CHEQI",21.85903,2.17,2.17,1,,1,1.0,"Carbamidomethylation",30703.88,"Uncharacterized protein OS=Chenopodium quinoa OX=63459 PE=4 SV=1"
322,true,"E4VP10|E4VP10_MESEU",117.44273,22.73,22.73,1,140118.88,1,3.0,"Deamidation (NQ); Carbamidomethylation",9972.418,"Venom serine protease inhibitor (Fragment) OS=Mesobuthus eupeus OX=34648 GN=VSPI-1 PE=2 SV=1"
126,true,"A0A143MHJ7|A0A143MHJ7_MESEU",299.98718,37.93,37.93,10,2.50601296E8,7,28.0,"Carbamidomethylation; Deamidation (NQ)",10523.535,"Venom toxin meuTx18 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
199,true,"P00760|TRY1_BOVIN",232.11955,22.36,22.36,6,5.5584168E7,6,10.0,"Carbamidomethylation; Deamidation (NQ)",25785.238,"Serine protease 1 OS=Bos taurus OX=9913 GN=PRSS1 PE=1 SV=3"
213,false,"A0A0U1TYC2|A0A0U1TYC2_ISOMC",190.41032,13.95,13.95,4,,1,7.0,"Carbamidomethylation",9656.2,"LCN-type CS-alpha/beta domain-containing protein OS=Isometrus maculatus OX=497827 PE=2 SV=1"
387,true,"A0A1E1WVL7|A0A1E1WVL7_TITOB",74.258064,3.03,3.03,1,,1,1.0,"Deamidation (NQ); Carbamidomethylation",37875.867,"Putative hemolectin OS=Tityus obscurus OX=1221240 PE=3 SV=1"
184,false,"Q9BNU8|Q9BNU8_HETSP",185.24449,8.22,8.22,3,639762.6,3,3.0,"",41962.008,"Elongation factor 1-alpha (Fragment) OS=Heterometrus spinifer OX=118530 PE=2 SV=1"
308,true,"B8XGZ6|B8XGZ6_BUTOS",119.175125,16.28,16.28,2,,1,2.0,"Deamidation (NQ); Carbamidomethylation",9334.082,"Putative alpha toxin Tx772 OS=Buthus occitanus israelis OX=539894 PE=2 SV=1"
184,true,"A0A1W7RAM5|A0A1W7RAM5_9SCOR",284.61725,19.70,19.70,7,1224228.0,7,9.0,"Deamidation (NQ)",51049.082,"Elongation factor 1-alpha OS=Hadrurus spadix OX=141984 PE=3 SV=1"
79,true,"A0A1E1WVP7|A0A1E1WVP7_TITOB",330.37848,21.57,21.57,15,,1,29.0,"Carbamidomethylation; Oxidation (M)",71949.37,"Putative hemocyanin subunit OS=Tityus obscurus OX=1221240 PE=3 SV=1"
283,true,"A0A8K1K205|A0A8K1K205_HEMLE",151.88708,4.65,4.65,3,413763.12,3,4.0,"Carbamidomethylation",62836.574,"Glucose-6-phosphate isomerase OS=Hemiscorpius lepturus OX=520031 PE=2 SV=1"
363,true,"E7CZZ2|E7CZZ2_MESEU",98.97772,39.47,39.47,1,,1,1.0,"Carbamidomethylation; Deamidation (NQ)",4256.7627,"Truncated sodium channel neurotoxin alpha type NaTxalpha-13 (Fragment) OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
226,true,"A0A0U1S886|A0A0U1S886_ISOMC",180.97397,17.48,17.48,3,7.1030768E7,3,14.0,"Deamidation (NQ)",16440.795,"Glycosyl hydrolases family 22 (GH22) domain-containing protein OS=Isometrus maculatus OX=497827 PE=2 SV=1"
198,false,"P60255|SCXA_BUTOM",97.45584,16.67,16.67,1,3103061.0,1,1.0,"Carbamidomethylation",7477.428,"Toxin Boma6a OS=Buthus occitanus mardochei OX=6869 PE=3 SV=1"
284,true,"F1CIX1|F1CIX1_HOTJU",119.279915,12.03,12.03,3,2367271.2,3,4.0,"Carbamidomethylation; Oxidation (M)",29623.562,"Putative alpha-2-macroglobulin (Fragment) OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
4,true,"P09982|SCXE_MESEU",490.16684,74.24,74.24,54,2.10479258E9,26,247.0,"Deamidation (NQ); Carbamidomethylation; Acetylation (Protein N-term)",7453.3604,"Toxin BeM14 OS=Mesobuthus eupeus OX=34648 PE=1 SV=1"
170,true,"A0A5J6YGB0|A0A5J6YGB0_9SCOR",225.98438,35.26,35.26,7,6908630.0,7,11.0,"Acetylation (Protein N-term)",17901.836,"60S ribosomal protein L40A-like protein OS=Centruroides edwardsii OX=2565419 GN=CR13_66 PE=2 SV=1"
162,false,"A0A1W7RAQ3|A0A1W7RAQ3_9SCOR",104.98082,7.84,7.84,1,374694.0,1,2.0,"",17298.787,"Cofilin OS=Hadrurus spadix OX=141984 PE=3 SV=1"
227,true,"A0A146CJ90|A0A146CJ90_MESEU",180.61621,37.93,37.93,5,,1,23.0,"Deamidation (NQ); Carbamidomethylation",9773.36,"Venom toxin meuNa32 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
381,true,"A0A1W7R931|A0A1W7R931_9SCOR",64.672844,3.41,3.41,1,,1,1.0,"",68155.95,"H(+)-transporting two-sector ATPase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
254,true,"A0A1W7R9Z7|A0A1W7R9Z7_9SCOR",204.74033,12.65,12.65,4,3867117.0,2,5.0,"Carbamidomethylation; Deamidation (NQ)",56377.484,"Protein disulfide-isomerase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
185,true,"A0A146CIZ6|A0A146CIZ6_MESEU",226.97343,40.35,40.35,5,1.18997616E8,3,15.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",6702.7803,"Venom toxin meuEnz35 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
184,true,"A0A2I9LNY0|A0A2I9LNY0_9SCOR",284.61725,19.70,19.70,7,1224228.0,7,9.0,"Deamidation (NQ)",50994.992,"Elongation factor 1-alpha OS=Centruroides hentzi OX=88313 PE=3 SV=1"
339,true,"A0A2I9LPX0|A0A2I9LPX0_9SCOR",56.152378,5.33,5.33,1,,1,1.0,"Carbamidomethylation",50057.59,"Tubulin alpha chain OS=Centruroides hentzi OX=88313 PE=3 SV=1"
132,true,"P01488|SCX1_BUTOC",274.8906,32.31,32.31,10,1.2507846E7,3,13.0,"Carbamidomethylation",7268.1772,"Alpha-toxin Bot1 OS=Buthus occitanus tunetanus OX=6871 PE=1 SV=2"
196,false,"A0A1W7R9V2|A0A1W7R9V2_9SCOR",98.82465,5.50,5.50,1,406058.62,1,1.0,"",22734.291,"Ras-related protein Rab-10 OS=Hadrurus spadix OX=141984 PE=3 SV=1"
286,true,"A0A088DB16|A0A088DB16_MESEU",181.62857,36.36,36.36,3,2568524.2,3,4.0,"Carbamidomethylation",5883.0747,"Potassium channel blocker pMeKTx14-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
271,true,"A0A1W7R9V0|A0A1W7R9V0_9SCOR",184.47684,18.05,18.05,3,,3,4.0,"",23075.172,"Ras-related protein Rab-7a OS=Hadrurus spadix OX=141984 PE=3 SV=1"
362,true,"P60163|SCX2_CENGR",82.68158,8.82,8.82,1,322199.44,1,1.0,"Carbamidomethylation",7660.634,"Toxin Cg2 OS=Centruroides gracilis OX=217898 PE=2 SV=1"
5,false,"A0A0B5GD34|A0A0B5GD34_MESEU",422.92548,42.35,42.35,30,2345322.8,1,281.0,"Carbamidomethylation; Deamidation (NQ)",9271.636,"Analgesic-antitumor-like protein OS=Mesobuthus eupeus OX=34648 PE=4 SV=1"
287,true,"F1CJ59|F1CJ59_HOTJU",139.46487,9.76,9.76,2,4.5327304E7,2,14.0,"Carbamidomethylation; Deamidation (NQ)",13856.709,"Venom peptide OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
83,false,"F8THJ5|F8THJ5_HOTJU",194.78465,14.29,14.29,4,6758314.0,4,4.0,"",9457.038,"Venom protein OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
288,true,"A0A1E1WVR2|A0A1E1WVR2_TITOB",171.51619,3.94,3.94,3,1797165.4,1,5.0,"",78793.555,"Putative transferrin OS=Tityus obscurus OX=1221240 PE=3 SV=1"
186,true,"A0A088DAD7|A0A088DAD7_MESEU",252.1439,36.21,36.21,6,2.6543942E7,6,11.0,"Carbamidomethylation; Deamidation (NQ)",6556.8223,"Potassium channel blocker pMeKTx11-2 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
265,true,"A0A0K0LBX4|A0A0K0LBX4_9SCOR",185.99939,31.33,31.33,3,1387011.6,1,10.0,"Carbamidomethylation",9499.95,"Sodium channel blocker AbNaTx8 OS=Androctonus bicolor OX=748906 PE=2 SV=1"
388,true,"A0A2I9LP12|A0A2I9LP12_9SCOR",27.28227,2.42,2.42,1,521609.53,1,1.0,"",37671.246,"G-protein coupled receptor OS=Centruroides hentzi OX=88313 PE=4 SV=1"
264,true,"A0A8K1NDZ5|A0A8K1NDZ5_ANDCR",190.22539,15.73,15.73,3,208316.02,3,3.0,"Carbamidomethylation",26899.74,"Triosephosphate isomerase OS=Androctonus crassicauda OX=122909 PE=2 SV=1"
389,true,"A0A0K0LCJ5|A0A0K0LCJ5_9SCOR",79.88834,11.11,11.11,1,696877.7,1,1.0,"Carbamidomethylation",11285.045,"Orphan peptide AbOp-7 OS=Androctonus bicolor OX=748906 PE=2 SV=1"
83,false,"A0A2I9LPZ1|A0A2I9LPZ1_9SCOR",96.29411,12.82,12.82,1,5694289.0,1,1.0,"Carbamidomethylation",8940.296,"Venom protein OS=Centruroides hentzi OX=88313 PE=4 SV=1"
26,false,"A0A2I9LP21|A0A2I9LP21_9SCOR",117.52936,2.99,2.99,2,694788.6,1,4.0,"",46426.22,"Hyaluronidase OS=Centruroides hentzi OX=88313 PE=3 SV=1"
289,true,"A0A1S5QN19|A0A1S5QN19_TITSE",120.18025,4.44,4.44,3,329873.94,3,3.0,"",56530.004,"Cytosol aminopeptidase OS=Tityus serrulatus OX=6887 PE=2 SV=1"
59,false,"F1CJ72|F1CJ72_HOTJU",230.45045,49.62,49.62,6,4465989.0,6,9.0,"",14675.708,"Actin (Fragment) OS=Hottentotta judaicus OX=6863 PE=2 SV=1"
390,true,"Q95NJ8|KA171_MESMA",93.18074,16.36,16.36,1,2528432.2,1,1.0,"Carbamidomethylation",6161.3047,"Potassium channel toxin alpha-KTx 17.1 OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
308,false,"Q2YHM1|SCX8R_ANDMA",53.92653,8.14,8.14,1,,1,1.0,"Deamidation (NQ)",9598.248,"Neurotoxin 8-related gene product 1/2/3 OS=Androctonus mauritanicus mauritanicus OX=6860 GN=NTVIIIrgp1 PE=3 SV=1"
244,false,"Q7Z0H5|SCKJ_MESMA",59.296227,12.73,12.73,1,1.137407E7,1,2.0,"Carbamidomethylation",6145.4297,"Neurotoxin BmKX-A1-S31 OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
6,true,"D8UWD3|SCXN7_MESEU",523.8601,93.94,93.94,68,268970.25,1,431.0,"Carbamidomethylation; Deamidation (NQ); Acetylation (Protein N-term)",7371.3013,"Sodium channel neurotoxin MeuNaTxalpha-7 OS=Mesobuthus eupeus OX=34648 PE=1 SV=1"
89,true,"A0F0C1|A0F0C1_MESMA",316.56152,49.41,49.41,14,,1,26.0,"Carbamidomethylation; Deamidation (NQ)",9603.917,"Sodium channel toxin OS=Mesobuthus martensii OX=34649 GN=TX19 PE=4 SV=1"
115,false,"P59869|KAX54_HOTTA",84.79066,22.58,22.58,2,8.5497619E8,2,9.0,"",3465.1536,"Potassium channel toxin alpha-KTx 5.4 OS=Hottentotta tamulus OX=34647 PE=1 SV=1"
296,true,"V9P3R8|V9P3R8_MESEU",104.670876,12.20,12.20,1,4.2267844E7,1,5.0,"Deamidation (NQ); Carbamidomethylation",9646.055,"Meutoxin-2 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
73,false,"P80671|KAX84_LEIHE",194.66235,44.83,44.83,4,5.1591488E7,3,11.0,"Carbamidomethylation; Deamidation (NQ)",3213.606,"Potassium channel toxin alpha-KTx 8.4 OS=Leiurus hebraeus OX=6884 PE=1 SV=1"
228,true,"O77091|SIXP_MESMA",213.55939,37.78,37.78,5,4.5211948E7,3,7.0,"Carbamidomethylation",10224.974,"Beta-insect excitatory toxin BmK IT-AP OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
323,true,"A0A1W7R9U7|A0A1W7R9U7_9SCOR",117.99378,11.06,11.06,2,49440.55,2,2.0,"",24453.486,"Ras-related protein Rab-11B OS=Hadrurus spadix OX=141984 PE=3 SV=1"
373,true,"F6K5S6|F6K5S6_MESMA",23.973837,8.97,8.97,1,863924.56,1,1.0,"",9511.266,"Antimicrobial peptide marcin-18 OS=Mesobuthus martensii OX=34649 PE=2 SV=1"
291,true,"A0A2I9LP83|A0A2I9LP83_9SCOR",130.38705,4.25,4.25,3,727636.44,2,4.0,"Deamidation (NQ); Carbamidomethylation; Oxidation (M)",45152.44,"Metalloproteinase OS=Centruroides hentzi OX=88313 PE=3 SV=1"
11,false,"E4VP56|E4VP56_MESEU",462.37875,88.89,88.89,39,7.3664394E9,18,174.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",7076.156,"Putative bifunctional venom peptide-5 (Fragment) OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
292,true,"Q0GY46|KBX1_TITTR",174.83505,22.99,22.99,3,,1,3.0,"Carbamidomethylation; Deamidation (NQ)",9806.621,"Potassium channel toxin Ttr-beta-KTx OS=Tityus trivittatus OX=369776 PE=3 SV=2"
391,true,"A0A0U1TYR0|A0A0U1TYR0_LYCMC",20.92857,7.50,7.50,1,40259.6,1,1.0,"Carbamidomethylation",8903.41,"Neurotoxin LmNaTx8 OS=Lychas mucronatus OX=172552 PE=2 SV=1"
52,true,"P86405|SCXN5_MESEU",360.13715,67.44,67.44,18,7411666.0,6,41.0,"Deamidation (NQ); Carbamidomethylation",9413.938,"Sodium channel neurotoxin MeuNaTxalpha-5 OS=Mesobuthus eupeus OX=34648 PE=1 SV=2"
56,true,"A0A088D9P7|A0A088D9P7_MESEU",299.6208,40.85,40.85,9,2.83773792E8,9,62.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",8043.5317,"Potassium channel blocker pMeKTx26-2 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
314,true,"D0UQX8|D0UQX8_HETSP",100.123955,13.07,13.07,1,68379.555,1,2.0,"Deamidation (NQ); Carbamidomethylation",16693.111,"ATP synthase (Fragment) OS=Heterometrus spinifer OX=118530 PE=2 SV=1"
149,false,"R4H5K8|R4H5K8_MESEU",215.5953,77.42,77.42,6,3525308.2,1,15.0,"Carbamidomethylation; Deamidation (NQ)",3671.233,"Mu-potassium channel blocker 2 (Fragment) OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
359,true,"A0A2I9LNP6|A0A2I9LNP6_9SCOR",83.78497,5.52,5.52,1,31791.984,1,1.0,"",20612.744,"ADP-ribosylation factor OS=Centruroides hentzi OX=88313 PE=3 SV=1"
255,true,"A0A1W7RA02|A0A1W7RA02_9SCOR",180.88383,2.86,2.86,4,5402356.0,2,5.0,"",73645.46,"Angiotensin-converting enzyme OS=Hadrurus spadix OX=141984 PE=3 SV=1"
120,false,"P83407|KA191_MESMA",258.81357,83.87,83.87,7,8.5383642E8,5,21.0,"Carbamidomethylation; Oxidation (M)",3341.9707,"Potassium channel toxin alpha-KTx 19.1 OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
184,false,"A0MVV8|A0MVV8_9NEOP",145.1741,9.27,9.27,2,639762.6,2,2.0,"",22324.854,"Elongation factor 1-alpha (Fragment) OS=Panorpa japonica OX=75384 GN=Ef-1a PE=4 SV=1"
73,false,"B8XH31|B8XH31_BUTOS",94.17779,12.28,12.28,1,20212.47,1,1.0,"Carbamidomethylation",6321.468,"Putative potassium channel toxin Tx203 OS=Buthus occitanus israelis OX=539894 PE=2 SV=1"
143,true,"A0A1W7RAE9|A0A1W7RAE9_9SCOR",265.08194,10.85,10.85,8,,1,17.0,"Carbamidomethylation; Deamidation (NQ)",72176.59,"Hemocyanin subunit 3a OS=Hadrurus spadix OX=141984 PE=3 SV=1"
187,true,"A0A0K0LC52|A0A0K0LC52_9SCOR",228.68329,79.69,79.69,6,6541986.0,4,8.0,"Oxidation (M)",7254.722,"Cellular protein AbCp-3 (Fragment) OS=Androctonus bicolor OX=748906 PE=2 SV=1"
102,false,"Q1EFP8|Q1EFP8_MESMA",87.09765,12.07,12.07,1,8.3093677E8,1,6.0,"Deamidation (NQ); Carbamidomethylation",6506.7876,"Potassium channel toxin BmKTX2' OS=Mesobuthus martensii OX=34649 PE=4 SV=1"
111,true,"A0A088D9T4|A0A088D9T4_MESEU",283.10156,62.82,62.82,8,5.5552019E8,8,70.0,"Carbamidomethylation; Deamidation (NQ); Oxidation (M)",8772.378,"Potassium channel blocker pMeKTx20-1b OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
256,true,"B8XGX9|B8XGX9_BUTOS",176.42937,20.69,20.69,4,564982.2,1,5.0,"Carbamidomethylation",9580.103,"Putative alpha toxin Tx2 OS=Buthus occitanus israelis OX=539894 PE=2 SV=1"
70,false,"E4VP57|E4VP57_MESEU",263.4152,36.36,36.36,9,8.4357818E8,2,16.0,"Carbamidomethylation; Deamidation (NQ)",10125.916,"Putative bifunctional venom peptide-6 OS=Mesobuthus eupeus OX=34648 GN=TXKbeta4 PE=2 SV=1"
165,true,"Q9BKB7|KGX21_MESEU",252.86736,47.37,47.37,6,4.12878624E8,6,27.0,"Carbamidomethylation; Deamidation (NQ)",6451.6064,"Potassium channel toxin gamma-KTx 2.1 OS=Mesobuthus eupeus OX=34648 PE=1 SV=1"
218,false,"A0A1W7RA50|A0A1W7RA50_9SCOR",139.16466,9.94,9.94,2,789202.94,2,2.0,"",19415.58,"Nucleoside diphosphate kinase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
392,true,"A0A1W7RAX3|A0A1W7RAX3_9SCOR",26.416815,3.35,3.35,1,708960.3,1,1.0,"",20732.338,"ATP synthase subunit d, mitochondrial OS=Hadrurus spadix OX=141984 PE=3 SV=1"
144,true,"Q95P89|SCS1_MESMA",212.2449,53.33,53.33,7,3.82825312E8,7,14.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",6523.2314,"Putative potassium channel blocker TXKS1 OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
196,true,"A0A2I9LPI8|A0A2I9LPI8_9SCOR",245.52414,35.44,35.44,6,1049524.9,6,6.0,"Acetylation (Protein N-term); Carbamidomethylation",22792.861,"Ras-related protein Rab-1A OS=Centruroides hentzi OX=88313 PE=3 SV=1"
176,true,"Q1EG64|Q1EG64_MESMA",236.14177,27.06,27.06,7,996717.9,2,11.0,"Carbamidomethylation; Deamidation (NQ)",9399.815,"Sodium toxin peptide BmKTb' OS=Mesobuthus martensii OX=34649 PE=4 SV=1"
318,true,"B8XH01|LV1A_BUTOS",77.60038,7.14,7.14,1,5.3641868E7,1,2.0,"Deamidation (NQ)",11247.16,"Lipolysis-activating peptide 1-alpha chain OS=Buthus occitanus israelis OX=539894 PE=2 SV=1"
145,true,"P85066|CTXL1_LEIHE",246.96687,29.41,29.41,6,6.9701144E7,1,38.0,"Carbamidomethylation; Deamidation (NQ)",3685.2593,"Toxin GaTx1 OS=Leiurus hebraeus OX=6884 PE=1 SV=1"
248,false,"Q686U1|Q686U1_MESGB",195.35854,24.37,24.37,3,1000327.2,3,5.0,"Carbamidomethylation",12875.177,"CG10527-like methyltransferase (Fragment) OS=Mesobuthus gibbosus OX=123226 GN=mt PE=4 SV=1"
77,true,"A0A023UGK1|A0A023UGK1_MESGB",295.27487,46.67,46.67,11,9.6762634E9,8,34.0,"Carbamidomethylation; Oxidation (M); Deamidation (NQ)",6794.178,"Chlorotoxin-2 OS=Mesobuthus gibbosus OX=123226 GN=ClTx2 PE=4 SV=1"
244,false,"Q7Z0F1|SCKH_MESMA",59.296227,12.73,12.73,1,1.137407E7,1,2.0,"Carbamidomethylation",6175.456,"Neurotoxin X-29S OS=Mesobuthus martensii OX=34649 PE=3 SV=1"
100,false,"A0A059UHJ5|A0A059UHJ5_MESGB",104.59179,11.11,11.11,1,,1,1.0,"Carbamidomethylation",6970.0723,"Calcium channel toxin-like protein OS=Mesobuthus gibbosus OX=123226 PE=2 SV=1"
80,true,"A0A2I9LP41|A0A2I9LP41_9SCOR",355.79678,31.78,31.78,16,294222.75,1,23.0,"Deamidation (NQ); Carbamidomethylation",70731.9,"Heat shock 70 kDa protein OS=Centruroides hentzi OX=88313 PE=3 SV=1"
393,true,"T1E6W7|T1E6W7_9SCOR",34.00744,29.41,29.41,1,591405.0,1,1.0,"Deamidation (NQ)",7871.242,"CYLIP-Cer-2 OS=Cercophonius squama OX=1330404 PE=2 SV=1"
170,true,"A0A3S8V4Q4|A0A3S8V4Q4_9SCOR",225.98438,42.97,42.97,7,6908630.0,7,11.0,"Acetylation (Protein N-term)",14701.284,"Ubiquitin-ribosomal protein eL40 fusion protein OS=Didymocentrus krausi OX=1546215 PE=2 SV=1"
334,true,"D9U2B5|NDBM_LYCMC",35.24445,8.33,8.33,1,489294.78,1,1.0,"",8354.942,"Bradykinin-potentiating peptide NDBP6 OS=Lychas mucronatus OX=172552 PE=1 SV=1"
394,true,"E4VP39|E4VP39_MESEU",24.306131,17.65,17.65,1,,1,1.0,"Carbamidomethylation",9298.622,"Venom protein-9 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
372,true,"A0A088D9T9|A0A088D9T9_MESEU",89.51703,17.24,17.24,1,993930.9,1,1.0,"Carbamidomethylation",6458.599,"Potassium channel blocker pMeKTx5-1 OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
151,true,"Q86SD8|KA155_ANDAU",261.74072,33.90,33.90,7,2.5406656E7,3,17.0,"Carbamidomethylation; Deamidation (NQ)",6276.5835,"Potassium channel toxin alpha-KTx 15.5 OS=Androctonus australis OX=6858 PE=3 SV=1"
102,false,"A0RZD1|A0RZD1_MESMA",134.39583,26.32,26.32,3,8.3093677E8,3,8.0,"Deamidation (NQ); Carbamidomethylation",6369.6675,"Potassium-channel toxin protein OS=Mesobuthus martensii OX=34649 GN=TX1 PE=4 SV=1"
251,false,"A0A2I9LP93|A0A2I9LP93_9SCOR",23.070768,7.14,7.14,1,140718.03,1,2.0,"",9208.807,"NaTx OS=Centruroides hentzi OX=88313 PE=4 SV=1"
282,false,"B8XGZ2|B8XGZ2_BUTOS",139.16418,11.11,11.11,2,108662.72,2,2.0,"Carbamidomethylation",8768.251,"Putative alpha toxin Tx644 OS=Buthus occitanus israelis OX=539894 PE=2 SV=1"
248,false,"Q686V2|Q686V2_MESGB",160.16452,15.13,15.13,2,792575.44,2,3.0,"Carbamidomethylation",12907.225,"CG10527-like methyltransferase (Fragment) OS=Mesobuthus gibbosus OX=123226 GN=mettrans PE=4 SV=1"
324,true,"A0A0C9RP91|A0A0C9RP91_TITBA",119.1125,6.51,6.51,2,26192.842,1,2.0,"Deamidation (NQ)",29546.44,"TSA: Tityus bahiensis Tbah01461 mRNA sequence (Fragment) OS=Tityus bahiensis OX=50343 PE=2 SV=1"
193,false,"F1CIZ6|CL1A_HOTJU",151.24841,14.06,14.06,3,3.217233E7,3,5.0,"Carbamidomethylation",7061.027,"Phi-buthitoxin-Hj1a OS=Hottentotta judaicus OX=6863 PE=3 SV=1"
346,true,"P16960|RYR1_PIG",31.038675,0.36,0.36,1,,1,1.0,"",565332.0,"Ryanodine receptor 1 OS=Sus scrofa OX=9823 GN=RYR1 PE=2 SV=2"
293,true,"R4H5L6|R4H5L6_MESEU",195.5857,31.67,31.67,3,2770980.5,3,8.0,"Carbamidomethylation",7023.9976,"Sodium channel toxin 18 (Fragment) OS=Mesobuthus eupeus OX=34648 PE=2 SV=1"
177,false,"P59290|KAX39_BUTOC",189.09732,37.84,37.84,5,4.06745088E8,5,9.0,"Carbamidomethylation; Deamidation (NQ)",4027.8596,"Potassium channel toxin alpha-KTx 3.9 OS=Buthus occitanus tunetanus OX=6871 GN=KTX3 PE=1 SV=1"
257,true,"A0A1W7RAI5|A0A1W7RAI5_9SCOR",195.58804,14.01,14.01,4,323521.9,4,4.0,"",39422.895,"Fructose-bisphosphate aldolase OS=Hadrurus spadix OX=141984 PE=3 SV=1"
115,false,"Q9TVX3|KAX53_MESMA",194.01027,39.34,39.34,6,1.18206771E9,6,18.0,"Carbamidomethylation; Deamidation (NQ)",6808.2485,"Potassium channel toxin alpha-KTx 5.3 OS=Mesobuthus martensii OX=34649 PE=1 SV=1"
250,true,"A0A0K0LBV9|A0A0K0LBV9_9SCOR",110.499466,17.98,17.98,1,2.7313668E7,1,17.0,"Deamidation (NQ); Carbamidomethylation",10329.899,"Sodium channel blocker AbNaTx22 OS=Androctonus bicolor OX=748906 PE=2 SV=1"
